,0,1,2,3,4,5
37,Parasitized,188.0,8093.0,0.0,0.0,0.0
38,Parasitized,183.5,17721.5,0.0,0.0,0.0
39,Parasitized,129.5,16121.0,0.0,0.0,0.0
40,Parasitized,98.0,14886.0,0.0,0.0,0.0
41,Parasitized,93.5,15.0,11668.5,0.0,0.0
42,Parasitized,85.5,13915.0,0.0,0.0,0.0
43,Parasitized,175.0,9918.0,0.0,0.0,0.0
44,Parasitized,17.5,85.5,14132.5,0.0,0.0
45,Parasitized,116.0,12706.5,0.0,0.0,0.0
46,Parasitized,5.5,11543.5,0.0,0.0,0.0
47,Parasitized,108.5,13285.5,0.0,0.0,0.0
48,Parasitized,52.5,10661.5,0.0,0.0,0.0
49,Parasitized,355.5,9556.0,0.0,0.0,0.0
50,Parasitized,16520.0,0.0,0.0,0.0,0.0
51,Parasitized,26.5,13099.0,0.0,0.0,0.0
52,Parasitized,209.0,12235.0,0.0,0.0,0.0
53,Parasitized,26.0,127.0,13800.0,0.0,0.0
54,Parasitized,139.5,12496.0,0.0,0.0,0.0
55,Parasitized,92.0,60.5,14334.0,0.0,0.0
56,Parasitized,111.0,13951.5,0.0,0.0,0.0
57,Parasitized,90.0,259.0,45.0,47.5,13.0
58,Parasitized,245.5,102.0,11316.0,0.0,0.0
59,Parasitized,10016.0,0.0,0.0,0.0,0.0
60,Parasitized,305.0,7223.0,0.0,0.0,0.0
61,Parasitized,221.5,236.5,20.0,8934.0,0.0
62,Parasitized,31.0,280.0,16977.5,0.0,0.0
63,Parasitized,237.5,12639.5,0.0,0.0,0.0
64,Parasitized,11.5,178.5,23.5,15.5,22.5
65,Parasitized,0.0,134.0,909.5,7268.0,0.0
66,Parasitized,42.0,42.5,29.5,202.5,11741.0
67,Parasitized,314.0,13537.5,0.0,0.0,0.0
68,Parasitized,57.0,86.5,29.5,18602.5,0.0
69,Parasitized,233.5,11698.0,0.0,0.0,0.0
70,Parasitized,7.0,209.5,16.5,4.0,4.0
71,Parasitized,189.0,21.5,15186.0,0.0,0.0
72,Parasitized,11.5,144.5,17273.5,0.0,0.0
73,Parasitized,56.5,17684.0,0.0,0.0,0.0
74,Parasitized,22.5,10.5,37.5,20.0,39.0
75,Parasitized,105.0,246.0,38.0,159.0,16017.5
76,Parasitized,164.5,155.0,11795.5,0.0,0.0
77,Parasitized,10518.0,0.0,0.0,0.0,0.0
78,Parasitized,164.5,15077.5,0.0,0.0,0.0
79,Parasitized,31.0,106.0,12497.5,0.0,0.0
80,Parasitized,41.0,215.5,9570.5,0.0,0.0
81,Parasitized,27.5,44.5,228.5,13744.0,0.0
82,Parasitized,109.0,19.0,207.0,13810.0,0.0
83,Parasitized,123.0,11531.5,0.0,0.0,0.0
84,Parasitized,10.0,77.0,50.0,179.5,41.5
85,Parasitized,71.5,14059.0,0.0,0.0,0.0
86,Parasitized,17.5,0.0,7398.0,0.0,0.0
87,Parasitized,36.0,32.0,2.0,100.5,87.0
88,Parasitized,197.0,15973.0,0.0,0.0,0.0
89,Parasitized,186.0,13823.5,0.0,0.0,0.0
90,Parasitized,8764.0,0.0,0.0,0.0,0.0
91,Parasitized,218.0,7.0,17103.0,0.0,0.0
92,Parasitized,190.0,12883.5,0.0,0.0,0.0
93,Parasitized,365.0,16309.0,0.0,0.0,0.0
94,Parasitized,0.0,9065.0,0.0,0.0,0.0
95,Parasitized,45.0,440.5,14377.5,0.0,0.0
96,Parasitized,31.0,26.0,4.0,351.0,5.5
97,Parasitized,174.0,60.5,190.5,182.5,254.0
98,Parasitized,178.0,12636.0,0.0,0.0,0.0
99,Parasitized,21.5,191.0,15989.0,0.0,0.0
100,Parasitized,100.0,15308.0,0.0,0.0,0.0
101,Parasitized,13278.0,0.0,0.0,0.0,0.0
102,Parasitized,128.5,10646.5,0.0,0.0,0.0
103,Parasitized,219.5,12314.5,0.0,0.0,0.0
104,Parasitized,283.0,12470.0,0.0,0.0,0.0
105,Parasitized,254.0,167.0,12.5,11135.5,0.0
106,Parasitized,11584.0,0.0,0.0,0.0,0.0
107,Parasitized,173.5,8.0,13796.0,0.0,0.0
108,Parasitized,189.0,9448.5,0.0,0.0,0.0
109,Parasitized,176.5,5.5,250.0,10417.5,0.0
110,Parasitized,174.5,12039.0,0.0,0.0,0.0
111,Parasitized,155.5,173.0,14702.5,0.0,0.0
112,Parasitized,90.5,7641.5,0.0,0.0,0.0
113,Parasitized,7.5,38.5,508.0,15.0,60.0
114,Parasitized,220.0,15022.5,0.0,0.0,0.0
115,Parasitized,2221.5,158.0,0.0,1.5,3.0
116,Parasitized,153.0,13403.5,0.0,0.0,0.0
117,Parasitized,150.5,61.5,47.0,337.0,16023.0
118,Parasitized,173.5,12964.5,0.0,0.0,0.0
119,Parasitized,240.0,16038.0,0.0,0.0,0.0
120,Parasitized,180.5,15793.0,0.0,0.0,0.0
121,Parasitized,176.0,18187.5,0.0,0.0,0.0
122,Parasitized,4.0,189.0,11987.5,0.0,0.0
123,Parasitized,169.0,17.0,15720.5,0.0,0.0
124,Parasitized,181.0,12573.0,0.0,0.0,0.0
125,Parasitized,109.0,237.0,15347.0,0.0,0.0
126,Parasitized,255.0,60.0,179.5,50.0,7.0
127,Parasitized,250.0,16005.5,0.0,0.0,0.0
128,Parasitized,32.0,261.5,12464.5,0.0,0.0
129,Parasitized,109.0,134.5,12319.5,0.0,0.0
130,Parasitized,329.0,11877.5,0.0,0.0,0.0
131,Parasitized,15.0,215.0,16843.0,0.0,0.0
132,Parasitized,5.5,13372.5,0.0,0.0,0.0
133,Parasitized,11706.5,0.0,0.0,0.0,0.0
134,Parasitized,2.0,202.0,9843.5,0.0,0.0
135,Parasitized,83.5,134.5,2.0,19.5,191.5
136,Parasitized,212.0,40.0,15.0,11501.0,0.0
137,Parasitized,94.5,13620.0,0.0,0.0,0.0
138,Parasitized,32.0,169.0,15916.0,0.0,0.0
139,Parasitized,10.0,218.0,90.5,12478.5,0.0
140,Parasitized,51.0,78.0,106.0,13609.0,0.0
141,Parasitized,229.5,39.5,16.5,252.0,12173.0
142,Parasitized,190.5,166.5,37.5,2.0,29.5
143,Parasitized,5.5,152.0,15233.0,0.0,0.0
144,Parasitized,200.0,12006.5,0.0,0.0,0.0
145,Parasitized,7.0,11.0,217.0,18745.5,0.0
146,Parasitized,124.5,15473.0,0.0,0.0,0.0
147,Parasitized,144.0,10595.5,0.0,0.0,0.0
148,Parasitized,25.0,285.0,11554.5,0.0,0.0
149,Parasitized,192.0,15813.0,0.0,0.0,0.0
150,Parasitized,69.0,185.0,13550.5,0.0,0.0
151,Parasitized,188.0,18749.0,0.0,0.0,0.0
152,Parasitized,126.5,14740.0,0.0,0.0,0.0
153,Parasitized,31.5,141.5,14023.0,0.0,0.0
154,Parasitized,131.0,5.0,1.0,288.0,20262.0
155,Parasitized,226.5,7.0,2.0,401.5,25.5
156,Parasitized,345.0,7440.0,0.0,0.0,0.0
157,Parasitized,226.5,14924.5,0.0,0.0,0.0
158,Parasitized,33.0,154.5,508.0,12378.0,0.0
159,Parasitized,238.5,12020.5,0.0,0.0,0.0
160,Parasitized,168.5,214.0,47.5,14519.5,0.0
161,Parasitized,22.0,27.5,460.0,250.5,32.5
162,Parasitized,15.0,161.5,12751.0,0.0,0.0
163,Parasitized,157.5,10108.0,0.0,0.0,0.0
164,Parasitized,27.5,29.0,12227.5,0.0,0.0
165,Parasitized,5.5,176.0,13413.0,0.0,0.0
166,Parasitized,222.5,189.0,37.0,181.0,12940.0
167,Parasitized,24.0,21.0,151.5,123.5,12662.5
168,Parasitized,103.5,17.0,157.5,10.0,11776.0
169,Parasitized,11640.5,0.0,0.0,0.0,0.0
170,Parasitized,64.5,12.5,10289.5,0.0,0.0
171,Parasitized,222.0,14806.5,0.0,0.0,0.0
172,Parasitized,201.5,10678.5,0.0,0.0,0.0
173,Parasitized,171.5,12334.5,0.0,0.0,0.0
174,Parasitized,224.0,8894.0,0.0,0.0,0.0
175,Parasitized,7.0,183.5,14432.5,0.0,0.0
176,Parasitized,22.0,195.0,0.0,16218.5,0.0
177,Parasitized,2.0,270.5,15996.5,0.0,0.0
178,Parasitized,135.0,8996.5,0.0,0.0,0.0
179,Parasitized,178.5,17848.5,0.0,0.0,0.0
180,Parasitized,177.5,15833.0,0.0,0.0,0.0
181,Parasitized,309.5,39.5,10.0,12817.5,0.0
182,Parasitized,13938.5,0.0,0.0,0.0,0.0
183,Parasitized,152.5,141.0,140.0,15238.5,0.0
184,Parasitized,43.5,6922.5,0.0,0.0,0.0
185,Parasitized,10.0,132.0,12.5,259.5,12990.5
186,Parasitized,139.0,35.5,168.0,131.0,119.0
187,Parasitized,294.5,85.5,9.5,235.5,66.0
188,Parasitized,12.5,304.0,11843.5,0.0,0.0
189,Parasitized,187.0,321.5,14321.5,0.0,0.0
190,Parasitized,10613.5,0.0,0.0,0.0,0.0
191,Parasitized,270.0,171.0,9875.0,0.0,0.0
192,Parasitized,105.0,12279.5,0.0,0.0,0.0
193,Parasitized,18.5,164.0,12370.0,0.0,0.0
194,Parasitized,181.5,9955.0,248.5,0.0,0.0
195,Parasitized,15.0,148.0,10129.5,0.0,0.0
196,Parasitized,236.5,11012.5,0.0,0.0,0.0
197,Parasitized,836.5,36.5,2.0,40.5,13225.5
198,Parasitized,57.5,244.0,34.0,19.0,4.0
199,Parasitized,152.5,101.0,21.0,13976.0,0.0
200,Parasitized,151.0,142.0,15384.5,0.0,0.0
201,Parasitized,55.0,164.0,25.0,12465.5,0.0
202,Parasitized,166.0,17522.5,0.0,0.0,0.0
203,Parasitized,191.0,11967.5,0.0,0.0,0.0
204,Parasitized,148.0,14252.5,0.0,0.0,0.0
205,Parasitized,194.0,4.0,13895.5,0.0,0.0
206,Parasitized,157.0,14622.0,0.0,0.0,0.0
207,Parasitized,0.5,220.0,0.0,61.0,19477.0
208,Parasitized,138.0,13524.5,0.0,0.0,0.0
209,Parasitized,14.0,225.0,11.0,196.5,12280.5
210,Parasitized,17008.0,0.0,0.0,0.0,0.0
211,Parasitized,190.0,16704.0,0.0,0.0,0.0
212,Parasitized,12.5,57.5,17.0,2.0,195.0
213,Parasitized,125.5,12091.5,0.0,0.0,0.0
214,Parasitized,196.0,13628.0,0.0,0.0,0.0
215,Parasitized,148.5,53.0,14400.5,0.0,0.0
216,Parasitized,206.5,17856.5,0.0,0.0,0.0
217,Parasitized,256.0,25.0,2.0,17302.5,0.0
218,Parasitized,161.5,12812.5,0.0,0.0,0.0
219,Parasitized,91.5,193.0,15107.0,0.0,0.0
220,Parasitized,162.0,13666.5,0.0,0.0,0.0
221,Parasitized,221.0,12.0,2.5,10.0,61.0
222,Parasitized,163.5,7366.5,0.0,0.0,0.0
223,Parasitized,21.5,276.0,16721.5,0.0,0.0
224,Parasitized,240.0,207.0,16119.0,0.0,0.0
225,Parasitized,190.0,16148.0,0.0,0.0,0.0
226,Parasitized,170.5,14805.5,0.0,0.0,0.0
227,Parasitized,30.5,84.5,50.5,136.0,13094.5
228,Parasitized,101.5,152.0,16086.5,0.0,0.0
229,Parasitized,173.0,292.0,34.0,115.5,9.5
230,Parasitized,248.5,7.0,13445.5,0.0,0.0
231,Parasitized,196.0,14935.0,0.0,0.0,0.0
232,Parasitized,162.0,20.5,93.5,12581.0,0.0
233,Parasitized,211.0,17376.0,0.0,0.0,0.0
234,Parasitized,0.0,5463.5,0.0,0.0,0.0
235,Parasitized,53.0,363.0,12747.5,156.0,0.0
236,Parasitized,23.5,1.5,7654.0,0.0,0.0
237,Parasitized,212.5,10008.5,0.0,0.0,0.0
238,Parasitized,166.0,211.0,15478.5,0.0,0.0
239,Parasitized,166.0,14473.0,0.0,0.0,0.0
240,Parasitized,15.0,259.0,16259.0,0.0,0.0
241,Parasitized,221.5,17404.5,0.0,0.0,0.0
242,Parasitized,232.5,207.0,11.0,8.5,16.5
243,Parasitized,41.5,268.0,183.0,13047.0,0.0
244,Parasitized,18.0,235.5,8.5,238.0,12.5
245,Parasitized,201.0,13974.5,0.0,0.0,0.0
246,Parasitized,134.0,7440.5,0.0,0.0,0.0
247,Parasitized,0.0,6677.0,0.0,0.0,0.0
248,Parasitized,12.5,14.0,6655.0,0.0,0.0
249,Parasitized,169.5,15.0,11892.5,0.0,0.0
250,Parasitized,214.0,1.0,316.0,36.5,9848.5
251,Parasitized,261.0,5.5,2.0,7.0,15330.0
252,Parasitized,15290.0,0.0,0.0,0.0,0.0
253,Parasitized,9.0,2.0,232.0,25.5,9077.5
254,Parasitized,256.0,12588.0,0.0,0.0,0.0
255,Parasitized,251.5,9644.5,0.0,0.0,0.0
256,Parasitized,162.5,16257.5,0.0,0.0,0.0
257,Parasitized,231.0,14421.5,0.0,0.0,0.0
258,Parasitized,226.5,15001.5,0.0,0.0,0.0
259,Parasitized,16160.5,0.0,0.0,0.0,0.0
260,Parasitized,11.0,284.0,13225.5,0.0,0.0
261,Parasitized,11806.5,0.0,0.0,0.0,0.0
262,Parasitized,230.5,12241.5,0.0,0.0,0.0
263,Parasitized,505.5,6.0,14189.0,0.0,0.0
264,Parasitized,1455.0,10410.0,0.0,0.0,0.0
265,Parasitized,44.5,23.5,315.0,18353.5,0.0
266,Parasitized,160.5,13640.5,0.0,0.0,0.0
267,Parasitized,12431.5,0.0,0.0,0.0,0.0
268,Parasitized,157.5,123.5,16.5,67.5,20.0
269,Parasitized,343.5,163.0,15040.5,0.0,0.0
270,Parasitized,158.5,8.5,24.0,148.0,31.5
271,Parasitized,177.5,76.5,15784.5,0.0,0.0
272,Parasitized,42.5,348.5,14588.5,237.0,0.0
273,Parasitized,232.0,22426.0,0.0,0.0,0.0
274,Parasitized,64.0,146.0,16103.5,0.0,0.0
275,Parasitized,407.5,7.5,202.5,16824.0,0.0
276,Parasitized,185.5,11850.0,0.0,0.0,0.0
277,Parasitized,118.0,787.0,32.5,12309.5,0.0
278,Parasitized,8.5,9.0,554.0,10.0,15478.0
279,Parasitized,0.0,7.0,229.0,9400.0,0.0
280,Parasitized,12032.5,0.0,0.0,0.0,0.0
281,Parasitized,241.5,13563.5,0.0,0.0,0.0
282,Parasitized,100.0,75.5,10980.0,0.0,0.0
283,Parasitized,266.5,15667.0,1.0,0.0,0.0
284,Parasitized,216.0,12322.0,0.0,0.0,0.0
285,Parasitized,16543.5,0.0,0.0,0.0,0.0
286,Parasitized,10.0,360.0,483.5,14470.5,0.0
287,Parasitized,26.5,141.5,10.5,48.5,81.0
288,Parasitized,141.0,12416.5,0.0,0.0,0.0
289,Parasitized,120.5,12267.5,0.0,0.0,0.0
290,Parasitized,35.5,7.0,81.0,12333.0,0.0
291,Parasitized,285.0,13863.0,0.0,0.0,0.0
292,Parasitized,13489.0,0.0,0.0,0.0,0.0
293,Parasitized,14770.0,0.0,0.0,0.0,0.0
294,Parasitized,187.0,15513.5,0.0,0.0,0.0
295,Parasitized,113.5,148.0,62.0,10891.0,0.0
296,Parasitized,1.5,43.5,21925.5,0.0,0.0
297,Parasitized,124.0,13745.0,0.0,0.0,0.0
298,Parasitized,148.0,41.0,173.5,14384.0,0.0
299,Parasitized,129.5,94.5,47.0,42.5,152.0
300,Parasitized,135.0,15469.5,0.0,0.0,0.0
301,Parasitized,187.5,127.0,14447.0,0.0,0.0
302,Parasitized,47.5,36.5,11774.5,0.0,0.0
303,Parasitized,88.5,15513.0,0.0,0.0,0.0
304,Parasitized,48.0,150.5,146.5,64.5,13211.0
305,Parasitized,183.0,64.5,28.5,9612.0,0.0
306,Parasitized,238.0,10014.0,0.0,0.0,0.0
307,Parasitized,12.5,14777.5,0.0,0.0,0.0
308,Parasitized,176.0,13391.5,0.0,0.0,0.0
309,Parasitized,239.0,463.5,240.0,9865.5,0.0
310,Parasitized,266.0,18501.5,0.0,0.0,0.0
311,Parasitized,185.5,10075.0,0.0,0.0,0.0
312,Parasitized,135.5,192.0,14296.0,0.0,0.0
313,Parasitized,163.0,15459.5,0.0,0.0,0.0
314,Parasitized,133.0,8628.5,0.0,0.0,0.0
315,Parasitized,186.0,11977.0,0.0,0.0,0.0
316,Parasitized,191.5,233.0,20832.0,0.0,0.0
317,Parasitized,483.0,1679.5,14292.5,0.0,0.0
318,Parasitized,150.0,14641.0,0.0,0.0,0.0
319,Parasitized,197.5,15630.5,0.0,0.0,0.0
320,Parasitized,196.5,12.5,13257.0,0.0,0.0
321,Parasitized,17.0,259.5,6237.0,0.0,0.0
322,Parasitized,167.5,14879.0,0.0,0.0,0.0
323,Parasitized,19.5,24.0,206.5,85.0,15274.0
324,Parasitized,272.0,15338.0,0.0,0.0,0.0
325,Parasitized,7.0,812.0,91.0,22.5,17.5
326,Parasitized,108.0,300.5,14903.0,0.0,0.0
327,Parasitized,11366.0,0.0,0.0,0.0,0.0
328,Parasitized,8.5,179.5,12990.0,0.0,0.0
329,Parasitized,10.0,35.0,32.0,549.0,15065.5
330,Parasitized,11.0,28.5,277.5,15911.0,0.0
331,Parasitized,38.0,192.0,12192.5,0.0,0.0
332,Parasitized,173.0,48.0,27.0,18108.5,0.0
333,Parasitized,187.5,16638.0,0.0,0.0,0.0
334,Parasitized,57.5,248.5,127.0,118.5,17.5
335,Parasitized,157.0,18831.0,0.0,0.0,0.0
336,Parasitized,173.5,15780.5,0.0,0.0,0.0
337,Parasitized,17.5,142.0,9474.5,0.0,0.0
338,Parasitized,108.0,100.0,11434.0,0.0,0.0
339,Parasitized,222.5,11458.5,0.0,0.0,0.0
340,Parasitized,101.0,188.0,13416.5,0.0,0.0
341,Parasitized,10.0,97.5,12669.0,0.0,0.0
342,Parasitized,414.5,18836.5,0.0,0.0,0.0
343,Parasitized,228.5,22920.0,0.0,0.0,0.0
344,Parasitized,17.0,35.5,174.0,18286.5,0.0
345,Parasitized,157.0,12403.0,0.0,0.0,0.0
346,Parasitized,7.0,201.0,270.5,16423.5,0.0
347,Parasitized,111.5,38.5,11484.5,0.0,0.0
348,Parasitized,161.0,13513.5,0.0,0.0,0.0
349,Parasitized,115.0,13133.0,0.0,0.0,0.0
350,Parasitized,204.0,16744.5,0.0,0.0,0.0
351,Parasitized,14287.5,0.0,0.0,0.0,0.0
352,Parasitized,320.0,12075.5,0.0,0.0,0.0
353,Parasitized,29.0,5.5,28.5,14564.0,0.0
354,Parasitized,164.5,17797.0,0.0,0.0,0.0
355,Parasitized,122.0,13178.5,0.0,0.0,0.0
356,Parasitized,160.5,7.5,7.0,12702.5,0.0
357,Parasitized,199.5,8442.5,0.0,0.0,0.0
358,Parasitized,198.0,13498.5,0.0,0.0,0.0
359,Parasitized,274.0,14434.0,0.0,0.0,0.0
360,Parasitized,31.0,266.0,21.0,457.0,10.0
361,Parasitized,190.0,58.5,14510.5,0.0,0.0
362,Parasitized,188.0,16806.5,0.0,0.0,0.0
363,Parasitized,201.5,96.5,290.5,9909.0,0.0
364,Parasitized,192.0,4.0,16649.5,0.0,0.0
365,Parasitized,24.0,64.0,57.5,12.5,12.5
366,Parasitized,24.5,2.0,174.0,15966.0,0.0
367,Parasitized,244.5,66.0,10465.0,0.0,0.0
368,Parasitized,92.0,16579.0,0.0,0.0,0.0
369,Parasitized,13360.0,0.0,0.0,0.0,0.0
370,Parasitized,130.5,13754.0,0.0,0.0,0.0
371,Parasitized,427.0,510.0,2.0,720.5,104.0
372,Parasitized,62.5,2.0,534.5,237.5,278.5
373,Parasitized,3679.0,12023.5,15024.0,0.0,0.0
374,Parasitized,11.0,657.0,494.5,17461.0,0.0
375,Parasitized,50.0,5.5,62.5,5003.5,13211.0
376,Parasitized,1786.5,0.0,0.0,0.0,0.0
377,Parasitized,97.5,7.0,15.0,119.0,199.5
378,Parasitized,145.5,71.5,16.0,16.5,5.5
379,Parasitized,11637.0,13986.5,0.0,0.0,0.0
380,Parasitized,8.5,44.0,32.0,43.0,1884.5
381,Parasitized,2.0,24.5,8.5,40.0,236.0
382,Parasitized,63.0,146.5,16159.0,0.0,0.0
383,Parasitized,5.5,11.0,4.0,59.5,223.0
384,Parasitized,529.0,20.0,48.5,134.5,14526.0
385,Parasitized,70.0,6.0,17519.0,0.0,0.0
386,Parasitized,2.0,5.5,36.0,9.0,20.0
387,Parasitized,1591.0,2184.0,14469.0,0.0,0.0
388,Parasitized,109.0,1934.5,0.0,0.0,0.0
389,Parasitized,0.0,766.0,16980.5,0.0,0.0
390,Parasitized,2.0,30.5,58.0,3581.5,13070.0
391,Parasitized,23.5,80.5,2.0,5.5,178.5
392,Parasitized,7.5,0.0,0.0,0.0,1238.0
393,Parasitized,328.5,5741.5,11337.5,0.0,0.0
394,Parasitized,184.0,31.5,4304.5,9815.0,0.0
395,Parasitized,0.0,0.0,2.0,0.0,0.0
396,Parasitized,33.0,17.5,7460.0,14589.0,0.0
397,Parasitized,210.0,10352.5,0.0,0.0,0.0
398,Parasitized,321.5,16.5,18.5,311.5,14937.5
399,Parasitized,198.5,79.0,0.0,14267.5,0.0
400,Parasitized,4.0,11.0,13.5,13.5,2.0
401,Parasitized,142.0,17404.0,0.0,0.0,0.0
402,Parasitized,354.5,1412.5,12265.0,0.0,0.0
403,Parasitized,334.0,99.0,4.0,15400.0,0.0
404,Parasitized,66.0,81.0,357.5,219.5,4.0
405,Parasitized,36.0,15.0,68.0,4.0,538.0
406,Parasitized,8.5,7.0,176.0,310.5,15619.0
407,Parasitized,31.0,16714.0,0.0,0.0,0.0
408,Parasitized,193.5,257.5,163.0,2.0,370.0
409,Parasitized,17658.5,0.0,0.0,0.0,0.0
410,Parasitized,278.5,38.0,37.5,171.5,8.0
411,Parasitized,12.5,6.0,168.0,285.5,16294.0
412,Parasitized,9.5,58.5,14887.0,0.0,0.0
413,Parasitized,12024.5,0.0,0.0,0.0,0.0
414,Parasitized,374.0,17629.0,0.0,0.0,0.0
415,Parasitized,8.5,12461.5,70.5,0.0,0.0
416,Parasitized,4.0,16225.0,0.0,0.0,0.0
417,Parasitized,232.0,212.5,11928.5,0.0,0.0
418,Parasitized,166.5,71.0,172.5,18169.5,0.0
419,Parasitized,151.0,14952.0,0.0,0.0,0.0
420,Parasitized,159.0,17774.0,0.0,0.0,0.0
421,Parasitized,334.5,11990.5,0.0,0.0,0.0
422,Parasitized,312.0,13105.0,0.0,0.0,0.0
423,Parasitized,164.5,22.5,15.0,17755.5,0.0
424,Parasitized,76.5,188.0,20239.5,0.0,0.0
425,Parasitized,175.5,275.0,11214.5,0.0,0.0
426,Parasitized,304.5,24778.0,0.0,0.0,0.0
427,Parasitized,43.5,24.0,17073.0,0.0,0.0
428,Parasitized,374.5,14660.5,0.0,0.0,0.0
429,Parasitized,610.5,14.0,92.5,17.0,248.5
430,Parasitized,18773.0,0.0,0.0,0.0,0.0
431,Parasitized,288.5,182.5,180.5,16242.5,0.0
432,Parasitized,176.0,14046.0,0.0,0.0,0.0
433,Parasitized,316.0,12422.5,0.0,0.0,0.0
434,Parasitized,5.5,84.0,116.0,13913.5,0.0
435,Parasitized,10.0,12334.5,0.0,0.0,0.0
436,Parasitized,9.5,7.0,34.5,10999.5,0.0
437,Parasitized,226.5,20.5,13003.5,0.0,0.0
438,Parasitized,306.5,11195.0,0.0,0.0,0.0
439,Parasitized,12.5,9927.0,0.0,0.0,0.0
440,Parasitized,14278.5,0.0,0.0,0.0,0.0
441,Parasitized,15717.0,0.0,0.0,0.0,0.0
442,Parasitized,86.5,15368.5,0.0,0.0,0.0
443,Parasitized,78.0,17485.0,0.0,0.0,0.0
444,Parasitized,11190.5,0.0,0.0,0.0,0.0
445,Parasitized,16990.5,0.0,0.0,0.0,0.0
446,Parasitized,88.0,15962.5,0.0,0.0,0.0
447,Parasitized,55.5,15343.5,0.0,0.0,0.0
448,Parasitized,36.5,15645.0,0.0,0.0,0.0
449,Parasitized,5.5,28.5,10019.5,0.0,0.0
450,Parasitized,8325.0,0.0,0.0,0.0,0.0
451,Parasitized,14682.5,0.0,0.0,0.0,0.0
452,Parasitized,1.0,0.0,600.5,15843.5,0.0
453,Parasitized,117.0,18245.0,0.0,0.0,0.0
454,Parasitized,10388.5,0.0,0.0,0.0,0.0
455,Parasitized,160.5,13508.5,0.0,0.0,0.0
456,Parasitized,145.5,13047.5,0.0,0.0,0.0
457,Parasitized,12337.0,0.0,0.0,0.0,0.0
458,Parasitized,150.5,16188.0,0.0,0.0,0.0
459,Parasitized,138.5,35.5,18301.0,18.5,34.5
460,Parasitized,15204.0,0.0,0.0,0.0,0.0
461,Parasitized,15852.5,0.0,0.0,0.0,0.0
462,Parasitized,14022.5,0.0,0.0,0.0,0.0
463,Parasitized,42.5,19312.0,0.0,0.0,0.0
464,Parasitized,165.0,15085.5,0.0,0.0,0.0
465,Parasitized,75.5,14519.0,0.0,0.0,0.0
466,Parasitized,141.0,16457.5,0.0,0.0,0.0
467,Parasitized,18035.0,0.0,0.0,0.0,0.0
468,Parasitized,183.5,13922.0,0.0,0.0,0.0
469,Parasitized,9.0,14431.0,0.0,0.0,0.0
470,Parasitized,135.5,14784.0,0.0,0.0,0.0
471,Parasitized,100.5,92.5,17265.0,0.0,0.0
472,Parasitized,124.5,14583.5,0.0,0.0,0.0
473,Parasitized,16.5,133.0,14630.0,0.0,0.0
474,Parasitized,173.0,13828.5,0.0,0.0,0.0
475,Parasitized,172.0,16701.5,0.0,0.0,0.0
476,Parasitized,9265.0,0.0,0.0,0.0,0.0
477,Parasitized,483.0,12890.0,0.0,0.0,0.0
478,Parasitized,10306.5,0.0,0.0,0.0,0.0
479,Parasitized,14682.5,0.0,0.0,0.0,0.0
480,Parasitized,10.0,16284.0,0.0,0.0,0.0
481,Parasitized,26.0,18594.5,0.0,0.0,0.0
